 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11768814;"12 Festival de Cine social de las Californias";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-09-30 00:00:00.0";"2022-10-02 23:59:00.0";"21:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=154f346a6e033810VgnVCM1000001d4a900aRCRD";"Cine de verano en Retiro. Junio";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41c750fb77cfe710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=14ec3abc4be2e210VgnVCM1000000b205a0aRCRD";"Parque Martin Luther King";"2";"CALLE";"CERRO NEGRO";"1";"RETIRO";"ADELFAS";"28007";"443131";"4472170";"40.398195733324194";"-3.6701340560704026";"/contenido/actividades/CineActividadesAudiovisuales";"";
11768163;"15ª Edición Mi primer Festival de Cine";"";"0";"1";"S,D";"";"2022-11-05 00:00:00.0";"2022-11-20 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fd9afbfa0423810VgnVCM1000001d4a900aRCRD";"15ª Edición Mi primer Festival de Cine";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3e9afbfa0423810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11739632;"2º Encuentro Iberoamericano de Arte y Cultura";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-10-07 00:00:00.0";"2022-10-29 23:59:00.0";"";"La exposición refleja una selección de obras de nueve artistas plásticos contemporáneos de Ecuador, Perú, Portugal y España. Los autores participantes, serán, Linda de Sousa, Patricia Larrea Almeida, Maria Gloria Andrade, Pablo Tapia Sánchez, Adolfo Asmat Chirinos-Zabala, Maria del Socorro Mora, Klaudia Neuhardt, Ignacio Puras y Antonio R. Mirelis.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=233fbd38fb342810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD";"Auditorio y sala de exposiciones Paco de Lucía (Latina)";"1";"AVENIDA";"LAS AGUILAS";"2";"LATINA";"LAS AGUILAS";"28044";"435330";"4470783";"40.38513183038149";"-3.761911556533903";"/contenido/actividades/Exposiciones";"";
11768199;"36º Certamen Coreográfico de Madrid";"";"0";"1";"L,M,X,J,V,S,D";"";"2022-12-07 00:00:00.0";"2022-12-11 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a0bafbfa0423810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/DanzaBaile";"";
11773394;"4ª jornada Festival Octubre negro en Madrid";"";"1";"0";"";"";"2022-10-04 00:00:00.0";"2022-10-04 23:59:00.0";"";"Programa la cuarta jornada - martes 4 de octubre.  En la biblioteca Iván de Vargas, volvemos a contar con un elenco de lujo: médicos forenses, inspectores de policía, ex agentes de inteligencia, psiquiatras y psicólogos, historiadores y primeras firmas literarias.al que se irán sumando otros nombres ilustres de la cultura de la talla de Luis Alberto de Cuenca, Fernando Sánchez Dragó, Luis Antonio de Villena, el doctor José Cabrera, José Luis Muñoz, Carmen Baena Salamanca y un larguísimo etc.  El acceso es libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2cb13d647d043810VgnVCM1000001d4a900aRCRD";"Festival Octubre negro en Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8d23845db33810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Iván de Vargas (Centro)";"1,6";"CALLE";"SAN JUSTO";"5";"CENTRO";"PALACIO";"28005";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"/contenido/actividades/ConferenciasColoquios";"";
11779923;"5 Segundos y 120 Kilos";"";"1";"0";"";"";"2022-10-22 00:00:00.0";"2022-10-22 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7509ca22fd953810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Antonio Machado (San Blas - Canillejas)";"1";"CALLE";"SAN ROMÁN DEL VALLE";"8";"SAN BLAS-CANILLEJAS";"ARCOS";"28037";"447255";"4474591";"40.42027705095574";"-3.621741078700336";"/contenido/actividades/TeatroPerformance";"";
11773395;"5ª jornada Festival Octubre negro en Madrid";"";"1";"0";"";"";"2022-10-05 00:00:00.0";"2022-10-05 23:59:00.0";"";"Programa la quinta jornada - miércoles 5 de octubre.  En la biblioteca Iván de Vargas, volvemos a contar con un elenco de lujo: médicos forenses, inspectores de policía, ex agentes de inteligencia, psiquiatras y psicólogos, historiadores y primeras firmas literarias.al que se irán sumando otros nombres ilustres de la cultura de la talla de Luis Alberto de Cuenca, Fernando Sánchez Dragó, Luis Antonio de Villena, el doctor José Cabrera, José Luis Muñoz, Carmen Baena Salamanca y un larguísimo etc.  El acceso es libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fb13d647d043810VgnVCM1000001d4a900aRCRD";"Festival Octubre negro en Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8d23845db33810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Iván de Vargas (Centro)";"1,6";"CALLE";"SAN JUSTO";"5";"CENTRO";"PALACIO";"28005";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"/contenido/actividades/ConferenciasColoquios";"";
11731709;"6º Concurso de relatos Cuarto y Mitad: 'Estaba en un libro'";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-08-22 00:00:00.0";"2022-10-09 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d98a590d22f1810VgnVCM1000001d4a900aRCRD";"6ª Edición del concurso de relatos Cuarto y Mitad: 'Estaba en un libro'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9e9af7f171f1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/ConcursosCertamenes";"";
11783138;"918 Gau / 918 Noches";"";"0";"1";"L,M,X,J,V,S,D";"3/10/2022;";"2022-10-01 00:00:00.0";"2022-10-05 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=42e981c89d463810VgnVCM1000001d4a900aRCRD";"918 Gau / 918 Noches";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=47e981c89d463810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11662693;"A ritmo de danza";"";"1";"0";"";"";"2022-10-07 00:00:00.0";"2022-10-07 23:59:00.0";"19:00";"Concierto a cargo del Grupo Allegreto  Esta producción de la compañía Las Artes relata a través del lenguaje de la danza neoclásica la vida y los sentimientos de la grandísima diseñadora Coco Chanel, desde su humilde origen hasta llegar a lo más alto del mundo de la moda, resaltando su papel pionero en el camino de la emancipación de la mujer y la soledad que la acompañó siempre en su vida personal";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d6d9b796b540810VgnVCM1000001d4a900aRCRD";"Actividades. Centro Cultural Alfredo Kraus (Fuencarral - El Pardo). Mayo 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0a4f2d6e0901610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7337cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Alfredo Kraus (Fuencarral - El Pardo)";"1";"GLORIETA";"PRADERA DE VAQUERIZAS";"9";"FUENCARRAL-EL PARDO";"MIRASIERRA";"28035";"438848";"4482487";"40.49082275610172";"-3.7216054330053647";"/contenido/actividades/Musica";"";
11772251;"AbeceDanza 1";"5 euros (tanto niños como adultos)";"0";"1";"S";"22/10/2022;29/10/2022;12/11/2022;19/11/2022;26/11/2022;";"2022-10-15 00:00:00.0";"2022-12-03 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06e74db637c33810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"1,6";"CALLE";"JUAN IGNACIO LUCA DE TENA";"20";"SAN BLAS-CANILLEJAS";"EL SALVADOR";"28027";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"/contenido/actividades/DanzaBaile";"";
11772254;"AbeceDanza 2";"5 euros (tanto niños como adultos)";"0";"1";"S";"22/10/2022;29/10/2022;12/11/2022;19/11/2022;26/11/2022;";"2022-10-15 00:00:00.0";"2022-12-03 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7508fec79ff33810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"1,6";"CALLE";"JUAN IGNACIO LUCA DE TENA";"20";"SAN BLAS-CANILLEJAS";"EL SALVADOR";"28027";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"/contenido/actividades/DanzaBaile";"/usuario/Niños,/usuario/Familias";
11797244;"Abel Cuerda. El pintor del color";"";"1";"1";"L";"10/10/2022;31/10/2022;7/11/2022;14/11/2022;";"2022-10-03 00:00:00.0";"2022-10-21 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce98bb456983810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/ConferenciasColoquios";"";
11771220;"Abracadabra -  Vicálvaro";"";"1";"0";"";"";"2022-11-13 00:00:00.0";"2022-11-13 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c67f1f7a68a33810VgnVCM1000001d4a900aRCRD";"Abracadabra";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e88f1f7a68a33810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vicálvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"CASCO H.VICALVARO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/DanzaBaile";"";
11769963;"Acciones para el frío";"";"0";"0";"";"";"2022-11-19 00:00:00.0";"2022-11-19 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2914e1c8cc533810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"";"/usuario/Familias";
11788110;"Acompañamiento";"";"1";"0";"";"";"2022-11-30 00:00:00.0";"2022-11-30 23:59:00.0";"18:45";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64e19b1a60383810VgnVCM2000001f4a900aRCRD";"Ciclo de charlas 'Hablar de depresión es bueno'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a9f9b1a60383810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f05279262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Francisco Ayala (Vicálvaro)";"1,6";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"VALDEBERNARDO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/ConferenciasColoquios";"";
11787278;"ActivaMENTE: ¡Bucles fuera!";"";"1";"1";"V";"";"2022-10-07 00:00:00.0";"2022-12-23 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ecbdfc94c283810VgnVCM1000001d4a900aRCRD";"ActivaMENTE: ¡Bucles fuera!";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=379ebd39596c9710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=229425eae8975710VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Ana Orantes. Barajas";"1";"CALLE";"PLAYA DE SAN JUAN";"6";"BARAJAS";"TIMON";"28042";"449784";"4480499";"40.473659104975354";"-3.592395079190456";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11671659;"Actividad familiar 'Idea y materia, Benlliure en El Retiro'";"";"1";"1";"S,D";"";"2022-04-30 00:00:00.0";"2022-11-27 23:59:00.0";"";"Sábados y domingos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e0a612d36170810VgnVCM2000001f4a900aRCRD";"Actividad familiar 'Idea y materia, Benlliure en El Retiro'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f314272468560810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11783696;"Actividades en torno a la exposición Las Sinsombrero";"";"0";"1";"L,M,X,J,V,S,D";"";"2022-10-19 00:00:00.0";"2023-01-15 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b022fd7266963810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/ActividadesCalleArteUrbano";"/usuario/Familias";
11739612;"Acto Institucional del 15º Encuentro entre Culturas 'Multilatina' 2022";"";"1";"0";"";"";"2022-10-07 00:00:00.0";"2022-10-07 23:59:00.0";"18:30";"Festival folclórico internacional  'Músicas del Mundo'  , con la participación de artistas de España, Perú, Mali y Ecuador.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd4cbd38fb342810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD";"Auditorio y sala de exposiciones Paco de Lucía (Latina)";"1";"AVENIDA";"LAS AGUILAS";"2";"LATINA";"LAS AGUILAS";"28044";"435330";"4470783";"40.38513183038149";"-3.761911556533903";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"";
11786388;"Actuación de María del Monte";"";"1";"0";"";"";"2022-10-12 00:00:00.0";"2022-10-12 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c27df7ef9de73810VgnVCM1000001d4a900aRCRD";"Fiestas del Barrio del Pilar 2019. Zona del Templete";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=04faa49464500510VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/Fiestas";"";
8217709;"Actuación musical de Karina";"";"1";"0";"";"";"2022-10-09 00:00:00.0";"2022-10-09 23:59:00.0";"19:00";"Actuación musical";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=58cba49464500510VgnVCM1000000b205a0aRCRD";"Fiestas del Barrio del Pilar 2019. Zona del Templete";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=04faa49464500510VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/Fiestas";"";
10149944;"Actuación teloneros Tres Caladas";"";"1";"0";"";"";"2022-10-08 00:00:00.0";"2022-10-08 23:59:00.0";"21:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f36dbd066a077510VgnVCM1000001d4a900aRCRD";"Fiestas del Barrio del Pilar 2019. Zona del Templete";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=04faa49464500510VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/Fiestas";"";
11787008;"Actuamos contra la violencia machista en el Espacio de Igualdad Nieves Torres";"";"1";"0";"";"";"2022-10-25 00:00:00.0";"2022-10-25 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa42fa4b19f73810VgnVCM1000001d4a900aRCRD";"Preparando juntas el 25N";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa59bf73b69a1810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e58c855a64315610VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Nieves Torres. Chamartín";"1";"CALLE";"ENRIQUE JARDIEL PONCELA";"8";"CHAMARTIN";"NUEVA ESPAÑA";"28016";"443189";"4479129";"40.46088981165102";"-3.6700689174427326";"/contenido/actividades/DanzaBaile";"/usuario/Mujeres";
11739193;"Acuarelas de Jesús Merino";"";"1";"1";"L,M,X,J,V";"";"2022-10-01 00:00:00.0";"2022-10-31 23:59:00.0";"";"Perteneciente al colectivo 'Por amor al arte'.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4c8fbb409342810VgnVCM1000001d4a900aRCRD";"Programa de actividades en el Centro Sociocultural Rosario de Acuña (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a7b1a5e9470610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Rosario de Acuña (Latina)";"1";"CALLE";"MARIA DEL CARMEN";"65";"LATINA";"PUERTA DEL ANGEL";"28011";"437830";"4473132";"40.40647389284976";"-3.7327010920242043";"/contenido/actividades/Exposiciones";"";
11771207;"Adam Ben Ezra - Retiro";"";"1";"0";"";"";"2022-11-12 00:00:00.0";"2022-11-12 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0fe1f7a68a33810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/1ciudad21distritos";"";
11781308;"Adornos de madera";"";"1";"0";"";"";"2022-10-07 00:00:00.0";"2022-10-07 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee06bfdc6aa53810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD";"Centro Cultural Ciudad Pegaso (San Blas - Canillejas)";"1";"AVENIDA";"SÉPTIMA";"11";"SAN BLAS-CANILLEJAS";"REJAS";"28022";"449282";"4477702";"40.448428925762634";"-3.5980969888187393";"/contenido/actividades/CursosTalleres";"";
